cve_est,sistema,tipo,linea,nombre,longitud,latitud
MB0625,Metrobús,Intermedia,L6,Pueblo San Juan de Aragón,-99.0863611450667,19.4710049865242
MB0626,Metrobús,Intermedia,L6,Loreto Fabela,-99.0809818741196,19.4673977284892
MB0627,Metrobús,Intermedia,L6,482,-99.0755257906714,19.4668640648654
MB0628,Metrobús,Intermedia,L6,414,-99.0715999715559,19.4684349269458
MB0629,Metrobús,Intermedia,L6,416 Poniente,-99.0793796663463,19.4725191342074
MB0630,Metrobús,Intermedia,L6,416 Oriente,-99.0709115738785,19.4711389684945
MB0631,Metrobús,Intermedia,L6,Deportivo Los Galeana,-99.0780468649845,19.4784609848952
MB0632,Metrobús,Intermedia,L6,Ampliación Providencia,-99.0752984164041,19.4798469816662
MB0633,Metrobús,Intermedia,L6,Volcán de Fuego,-99.0725218416687,19.4769690225334
MB0634,Metrobús,Intermedia,L6,La Pradera,-99.0686730633119,19.4731335459706
MB0635,Metrobús,Intermedia,L6,Colegio de Bachilleres 9,-99.0650015663478,19.469795431778
MB0636,Metrobús,Intermedia,L6,Francisco Morazán,-99.0618344542086,19.4670482771434
MB0637,Metrobús,Terminal,L6,Villa de Aragón,-99.0595175390928,19.4649217284706
MB0701,Metrobús,Terminal / Transbordo,L7,Indios Verdes,-99.1210126590857,19.4930399180747
MB0702,Metrobús,Terminal / Transbordo,L7,Hospital Infantil La Villa,-99.1137844649315,19.4872784548272
MB0703,Metrobús,Transbordo,L7,De Los Misterios,-99.1179228346775,19.4869919890755
MB0704,Metrobús,Transbordo,L7,Delegación Gustavo A. Madero,-99.1139280451114,19.4835477443799
MB0705,Metrobús,Intermedia,L7,Garrido,-99.119349703522,19.4832482073181
MB0706,Metrobús,Intermedia,L7,Avenida Talismán,-99.1210784935865,19.4786751390399
MB0707,Metrobús,Intermedia,L7,Necaxa,-99.1223181690718,19.4753757619961
MB0708,Metrobús,Intermedia,L7,Excélsior,-99.1238860076681,19.4711943824125
MB0709,Metrobús,Intermedia,L7,Robles Domínguez,-99.1251776641492,19.4677582259872
MB0710,Metrobús,Intermedia,L7,Clave,-99.1263471796068,19.4646466869944
MB0711,Metrobús,Intermedia,L7,Misterios,-99.1274380638354,19.4617545271578
MB0712,Metrobús,Intermedia,L7,Mercado Beethoven,-99.1291252223183,19.4573254650207
MB0713,Metrobús,Intermedia,L7,Peralvillo,-99.1308624235438,19.4531189777083
MB0714,Metrobús,Intermedia,L7,Tres Culturas,-99.1328269775552,19.4506023381341
MB0715,Metrobús,Intermedia,L7,Glorieta Cuitláhuac,-99.1356317531178,19.4473766668803
MB0716,Metrobús,Intermedia,L7,Garibaldi,-99.1389717441165,19.4443912924763
MB0717,Metrobús,Intermedia,L7,Glorieta Violeta,-99.1432640270365,19.4404822684628
MB0718,Metrobús,Transbordo,L7,Hidalgo,-99.1468028634138,19.4372939575041
MB0719,Metrobús,Intermedia,L7,El Caballito,-99.1495001699313,19.4355905131137
MB0720,Metrobús,Transbordo,L7,Glorieta de Colón,-99.1533364037392,19.4337582755214
MB0721,Metrobús,Intermedia,L7,París,-99.1559695790275,19.4325029293908
MB0722,Metrobús,Transbordo,L7,Reforma,-99.1586284131183,19.4312527661221
MB0723,Metrobús,Transbordo,L7,Hamburgo,-99.1620518985981,19.4296350608405
MB0724,Metrobús,Intermedia,L7,La Palma,-99.1649744695681,19.4282602729169
MB0725,Metrobús,Intermedia,L7,El Ángel,-99.168581387889,19.4265664303238
MB0726,Metrobús,Intermedia,L7,La Diana,-99.1716479535522,19.4251358993158
MB0727,Metrobús,Intermedia,L7,Chapultepec,-99.1742888631052,19.4238916722188
MB0728,Metrobús,Intermedia,L7,Gandhi,-99.1804353388624,19.4239995644817
MB0729,Metrobús,Intermedia,L7,Antropología,-99.1849248137834,19.4246886891644
MB0730,Metrobús,Intermedia,L7,Auditorio,-99.1942006610377,19.4260943505692
MB0731,Metrobús,Terminal,L7,Campo Marte,-99.1993595569246,19.4268865297425
STC0101,STC Metro,Terminal / Transbordo,L1,Pantitlán,-99.0747357270116,19.4163340855965
STC0102,STC Metro,Intermedia,L1,Zaragoza,-99.0822888117768,19.4119204559374
STC0103,STC Metro,Intermedia,L1,Gómez Farías,-99.0902103917112,19.4164784569074
STC0104,STC Metro,Intermedia,L1,Boulevard Puerto Aéreo,-99.0962587324102,19.4199419648502
STC0105,STC Metro,Intermedia,L1,Balbuena,-99.1027743639742,19.4233553355752
STC0106,STC Metro,Intermedia,L1,Moctezuma,-99.1097992691048,19.4268543466697
STC0107,STC Metro,Transbordo,L1,San Lázaro,-99.1142609523939,19.4300588496139
STC0108,STC Metro,Transbordo,L1,Candelaria,-99.1209095500559,19.4295401407106
STC0109,STC Metro,Intermedia,L1,Merced,-99.1250254185176,19.4254875715741
STC0110,STC Metro,Transbordo,L1,Pino Suárez,-99.1326386119938,19.4259234951079
STC0111,STC Metro,Intermedia,L1,Isabel la Católica,-99.1378304564626,19.4263935117982
STC0112,STC Metro,Transbordo,L1,Salto del Agua,-99.1434062938696,19.4269481897419
STC0113,STC Metro,Transbordo,L1,Balderas,-99.1494811514285,19.4269978760889
STC0114,STC Metro,Intermedia,L1,Cuauhtémoc,-99.1545979513498,19.4256611110838
STC0115,STC Metro,Intermedia,L1,Insurgentes,-99.1632888794771,19.4236518006073
STC0116,STC Metro,Intermedia,L1,Sevilla,-99.1711190739149,19.4218499159216
STC0117,STC Metro,Intermedia,L1,Chapultepec,-99.1764167315705,19.4207462950474
STC0118,STC Metro,Intermedia,L1,Juanacatlán,-99.1819838294788,19.4129516424911
STC0119,STC Metro,Transbordo,L1,Tacubaya,-99.1876365263169,19.4025138023399
STC0120,STC Metro,Terminal,L1,Observatorio,-99.2004047460461,19.3982823756993
STC0201,STC Metro,Terminal,L2,Cuatro Caminos,-99.2158424896968,19.4595932084921
STC0202,STC Metro,Intermedia,L2,Panteones,-99.2029491295272,19.4586385607701
STC0203,STC Metro,Transbordo,L2,Tacuba,-99.1882309344141,19.4593760107187
STC0204,STC Metro,Intermedia,L2,Cuitláhuac,-99.1814957679122,19.4572538897392
STC0205,STC Metro,Intermedia,L2,Popotla,-99.1754938143412,19.4529092198016
STC0206,STC Metro,Intermedia,L2,Colegio Militar,-99.1717792333168,19.4492735549972
STC0207,STC Metro,Intermedia,L2,Normal,-99.1672740374105,19.4445577055246
STC0208,STC Metro,Intermedia,L2,San Cosme,-99.1606620728068,19.4419042544265
STC0209,STC Metro,Intermedia,L2,Revolución,-99.1542278257134,19.4392271791397
STC0210,STC Metro,Transbordo,L2,Hidalgo,-99.1472234055158,19.4375467479036
STC0211,STC Metro,Transbordo,L2,Bellas Artes,-99.1416136373712,19.436377755896
STC0212,STC Metro,Intermedia,L2,Allende,-99.136867840237,19.4355580032712
STC0213,STC Metro,Intermedia,L2,Zócalo/Tenochtitlan,-99.1322510732777,19.4325019109759
STC0214,STC Metro,Transbordo,L2,Pino Suárez,-99.1329418267059,19.4243847117224
STC0215,STC Metro,Intermedia,L2,San Antonio Abad,-99.1345398741567,19.4160216470691
STC0216,STC Metro,Transbordo,L2,Chabacano,-99.1356181172527,19.4091798692776
STC0217,STC Metro,Intermedia,L2,Viaducto,-99.1368995924884,19.400868658019
STC0218,STC Metro,Intermedia,L2,Xola,-99.1378081793211,19.3952105099504
STC0219,STC Metro,Intermedia,L2,Villa de Cortés,-99.1389591662212,19.387581775826
STC0220,STC Metro,Intermedia,L2,Nativitas,-99.1401878897076,19.3795327609136
STC0221,STC Metro,Intermedia,L2,Portales,-99.1415735549144,19.369924838668
STC0222,STC Metro,Transbordo,L2,Ermita,-99.1429037615247,19.3619792997643
STC0223,STC Metro,Intermedia,L2,General Anaya,-99.1450063629545,19.3532359148612
STC0224,STC Metro,Terminal,L2,Tasqueña,-99.1395327763843,19.3437570982777
STC0301,STC Metro,Terminal,L3,Indios Verdes,-99.1195099382592,19.4953376186457
STC0302,STC Metro,Transbordo,L3,Deportivo 18 de Marzo,-99.1254979171246,19.4851141513425
STC0303,STC Metro,Intermedia,L3,Potrero,-99.132013682994,19.4771920114807
STC0304,STC Metro,Transbordo,L3,La Raza,-99.1395062302247,19.468880133789
STC0305,STC Metro,Intermedia,L3,Tlatelolco,-99.1431330841341,19.4550581428037
STC0306,STC Metro,Transbordo,L3,Guerrero,-99.1451933440698,19.4447263348284
STC0307,STC Metro,Transbordo,L3,Hidalgo,-99.1467827213369,19.4373823922626
STC0308,STC Metro,Intermedia,L3,Juárez,-99.1476833057632,19.4332503464504
STC0309,STC Metro,Transbordo,L3,Balderas,-99.1490604800387,19.426480093367
STC0310,STC Metro,Intermedia,L3,Niños Héroes/Poder Judicial CDMX,-99.1503642652194,19.4194843101919
STC0311,STC Metro,Intermedia,L3,Hospital General,-99.153245361779,19.4137587535794
STC0312,STC Metro,Transbordo,L3,Centro Médico,-99.1551346895237,19.4074531474438
STC0313,STC Metro,Intermedia,L3,Etiopía/Plaza de la Transparencia,-99.1560314153493,19.3959205316174
STC0314,STC Metro,Intermedia,L3,Eugenia,-99.1572045975661,19.3861685181154
STC0315,STC Metro,Intermedia,L3,División del Norte,-99.1594791658047,19.3791844354023
STC0316,STC Metro,Transbordo,L3,Zapata,-99.1645102976557,19.3711917865544
STC0317,STC Metro,Intermedia,L3,Coyoacán,-99.1708615273429,19.3613590773501
STC0318,STC Metro,Intermedia,L3,Viveros/Derechos Humanos,-99.1760010860638,19.3534590245247
STC0319,STC Metro,Intermedia,L3,Miguel Ángel de Quevedo,-99.1807566556441,19.3462518330859
STC0320,STC Metro,Intermedia,L3,Copilco,-99.176973595216,19.3360992748033
STC0321,STC Metro,Terminal,L3,Universidad,-99.1739384555895,19.3243534828943
STC0401,STC Metro,Terminal / Transbordo,L4,Santa Anita,-99.1216956042586,19.402891572701
STC0402,STC Metro,Transbordo,L4,Jamaica,-99.1217435881252,19.4109150604184
STC0403,STC Metro,Intermedia,L4,Fray Servando,-99.1205334529446,19.4215902668852
STC0404,STC Metro,Transbordo,L4,Candelaria,-99.1194262857993,19.4287642237116
STC0405,STC Metro,Transbordo,L4,Morelos,-99.1181521225066,19.4396641648923
STC0406,STC Metro,Intermedia,L4,Canal del Norte,-99.116133050764,19.448945007975
STC0407,STC Metro,Transbordo,L4,Consulado,-99.1139038484711,19.4580181992165
STC0408,STC Metro,Intermedia,L4,Bondojito,-99.1119767785032,19.4646312013462
STC0409,STC Metro,Intermedia,L4,Talismán,-99.1080122386153,19.4743583148983
STC0410,STC Metro,Terminal / Transbordo,L4,Martín Carrera,-99.1043694774545,19.4850441446716
STC0501,STC Metro,Terminal,L5,Politécnico,-99.1492059926009,19.5006786986512
STC0502,STC Metro,Transbordo,L5,Instituto del Petróleo,-99.1447097491332,19.4893393093343
STC0503,STC Metro,Intermedia,L5,Autobuses del Norte,-99.1406507385823,19.4790708959087
STC0504,STC Metro,Transbordo,L5,La Raza,-99.1365156505057,19.4696664705858
STC0505,STC Metro,Intermedia,L5,Misterios,-99.1302395703195,19.4631121956633
STC0506,STC Metro,Intermedia,L5,Valle Gómez,-99.1194909906661,19.458872139807
STC0507,STC Metro,Transbordo,L5,Consulado,-99.1135362314782,19.4551358749922
STC0508,STC Metro,Intermedia,L5,Eduardo Molina,-99.1052996984814,19.4513975137798
STC0509,STC Metro,Intermedia,L5,Aragón,-99.0962051537684,19.4512575884321
STC0510,STC Metro,Transbordo,L5,Oceanía,-99.0868729240561,19.4450204861267
STC0511,STC Metro,Intermedia,L5,Terminal Aérea,-99.088076237359,19.4342651017829
STC0512,STC Metro,Intermedia,L5,Hangares,-99.0881337745976,19.4243499078649
STC0513,STC Metro,Terminal / Transbordo,L5,Pantitlán,-99.0743288080866,19.4151047734735
STC0601,STC Metro,Terminal / Transbordo,L6,El Rosario,-99.1997698162227,19.5046301436021
STC0602,STC Metro,Intermedia,L6,Tezozómoc,-99.1960229869997,19.4948951640825
STC0603,STC Metro,Intermedia,L6,UAM-Azcapotzalco,-99.1862673087871,19.4909081429212
STC0604,STC Metro,Intermedia,L6,Ferrería/Arena Ciudad de México,-99.1741516825964,19.4906734290522
STC0605,STC Metro,Intermedia,L6,Norte 45,-99.1629903540745,19.4886714135058
STC0606,STC Metro,Intermedia,L6,Vallejo,-99.1560043094639,19.4898477869347
STC0607,STC Metro,Transbordo,L6,Instituto del Petróleo,-99.148125998809,19.4910442313785
STC0608,STC Metro,Intermedia,L6,Lindavista,-99.135071417918,19.4881129877919
STC0609,STC Metro,Transbordo,L6,Deportivo 18 de Marzo,-99.1253036586599,19.4834820172731
STC0610,STC Metro,Intermedia,L6,La Villa/Basílica,-99.1183692618618,19.4817358082672
STC0611,STC Metro,Terminal / Transbordo,L6,Martín Carrera,-99.1074753126811,19.4829388215349
STC0701,STC Metro,Terminal / Transbordo,L7,El Rosario,-99.20011586529,19.5047378744369
STC0702,STC Metro,Intermedia,L7,Aquiles Serdán,-99.1953523273033,19.4906401427856
STC0703,STC Metro,Intermedia,L7,Camarones,-99.1900375714651,19.4791115426839
STC0704,STC Metro,Intermedia,L7,Refinería,-99.1905055272923,19.4694728943423
STC0705,STC Metro,Transbordo,L7,Tacuba,-99.1871690041759,19.458234758758
STC0706,STC Metro,Intermedia,L7,San Joaquín,-99.1917669640884,19.4450075396824
STC0707,STC Metro,Intermedia,L7,Polanco,-99.1909251080933,19.4335531356231
STC0708,STC Metro,Intermedia,L7,Auditorio,-99.1920289044083,19.4257638255443
STC0709,STC Metro,Intermedia,L7,Constituyentes,-99.1913518554287,19.4117708661943
STC0710,STC Metro,Transbordo,L7,Tacubaya,-99.1867544590117,19.4021902182754
STC0711,STC Metro,Intermedia,L7,San Pedro de los Pinos,-99.1858059348452,19.3914917728493
STC0712,STC Metro,Intermedia,L7,San Antonio,-99.1866135527795,19.3843376702526
STC0713,STC Metro,Transbordo,L7,Mixcoac,-99.1875824155367,19.3762565016623
STC0714,STC Metro,Terminal,L7,Barranca del Muerto,-99.1892637068946,19.3615015632866
STC0801,STC Metro,Terminal / Transbordo,L8,Garibaldi/Lagunilla,-99.1390044127458,19.4440012885009
STC0802,STC Metro,Transbordo,L8,Bellas Artes,-99.1404207278498,19.4370129122167
STC0803,STC Metro,Intermedia,L8,San Juan de Letrán,-99.1412506105436,19.431580449036
STC0804,STC Metro,Transbordo,L8,Salto del Agua,-99.1418517464743,19.4277182976979
STC0805,STC Metro,Intermedia,L8,Doctores,-99.1431894086747,19.4215456115771
STC0806,STC Metro,Intermedia,L8,Obrera,-99.1440379637238,19.4132403762094
STC0807,STC Metro,Transbordo,L8,Chabacano,-99.1337513352675,19.4102074910756
STC0808,STC Metro,Intermedia,L8,La Viga,-99.1262690624544,19.4067094344043
STC0809,STC Metro,Transbordo,L8,Santa Anita,-99.1206572396612,19.4041234343159
STC0810,STC Metro,Intermedia,L8,Coyuya,-99.1134804312185,19.3983028957149
STC0811,STC Metro,Intermedia,L8,Iztacalco,-99.1121117308855,19.3882887574652
STC0812,STC Metro,Intermedia,L8,Apatlaco,-99.1094901464203,19.3790998138262
STC0813,STC Metro,Intermedia,L8,Aculco,-99.1077035934306,19.3732114106122
STC0814,STC Metro,Intermedia,L8,Escuadrón 201,-99.1094849842917,19.3648364116397
STC0815,STC Metro,Transbordo,L8,Atlalilco,-99.1013094299501,19.3560844836742
STC0816,STC Metro,Intermedia,L8,Iztapalapa,-99.0934490767048,19.3578249372119
STC0817,STC Metro,Intermedia,L8,Cerro de la Estrella,-99.0856160764872,19.3560478725005
STC0818,STC Metro,Intermedia,L8,UAM-I,-99.074817418905,19.3510561668573
STC0819,STC Metro,Terminal,L8,Constitución de 1917,-99.0637988499462,19.3459684059282
STC0901,STC Metro,Terminal / Transbordo,L9,Pantitlán,-99.0722053449007,19.4153511689158
STC0902,STC Metro,Intermedia,L9,Puebla,-99.0823858796758,19.4071921429836
STC0903,STC Metro,Intermedia,L9,Ciudad Deportiva,-99.0912519463776,19.4084339822405
STC0904,STC Metro,Intermedia,L9,Velódromo,-99.1031577122238,19.408539286354
STC0905,STC Metro,Intermedia,L9,Mixiuhca,-99.1129684767673,19.4083714401572
STC0906,STC Metro,Transbordo,L9,Jamaica,-99.1223497601891,19.4091031278764
STC0907,STC Metro,Transbordo,L9,Chabacano,-99.1339729920103,19.4085145344819
STC0908,STC Metro,Intermedia,L9,Lázaro Cárdenas,-99.1446282628844,19.4072182738387
STC0909,STC Metro,Transbordo,L9,Centro Médico,-99.1560279392148,19.4065613532775
STC0910,STC Metro,Intermedia,L9,Chilpancingo,-99.168519364246,19.4059298588274
STC0911,STC Metro,Intermedia,L9,Patriotismo,-99.1789225975409,19.4061089929018
STC0912,STC Metro,Terminal / Transbordo,L9,Tacubaya,-99.1877610910093,19.4014605799041
STC1201,STC Metro,Terminal,L12,Tláhuac,-99.0141983243777,19.2860222772902
STC1202,STC Metro,Intermedia,L12,Tlaltenco,-99.0240307466311,19.2943533791079
STC1203,STC Metro,Intermedia,L12,Zapotitlán,-99.0343068900396,19.2966555865151
STC1204,STC Metro,Intermedia,L12,Nopalera,-99.0459928688536,19.2999573048893
STC1205,STC Metro,Intermedia,L12,Olivos,-99.0595114950179,19.3043219960022
STC1206,STC Metro,Intermedia,L12,Tezonco,-99.0652702637027,19.3063088255097
STC1207,STC Metro,Intermedia,L12,Periférico Oriente,-99.0745057507842,19.3176115684651
STC1208,STC Metro,Intermedia,L12,Calle 11,-99.0858728643671,19.3204711518717
STC1209,STC Metro,Intermedia,L12,Lomas Estrella,-99.0957504815149,19.3221488563441
STC1210,STC Metro,Intermedia,L12,San Andrés Tomatlán,-99.1045158609058,19.3281454795207
STC1211,STC Metro,Intermedia,L12,Culhuacán,-99.1089587451729,19.3368456110796
STC1212,STC Metro,Transbordo,L12,Atlalilco,-99.1062431653598,19.3527541728149
STC1213,STC Metro,Intermedia,L12,Mexicaltzingo,-99.1231432322264,19.3577625360859
STC1214,STC Metro,Transbordo,L12,Ermita,-99.1416313630544,19.3598235030238
STC1215,STC Metro,Intermedia,L12,Eje Central,-99.1514233614786,19.3613412379386
STC1216,STC Metro,Intermedia,L12,Parque de los Venados,-99.1587177189718,19.3706588349775
STC1217,STC Metro,Transbordo,L12,Zapata,-99.165599315594,19.370845301557
STC1218,STC Metro,Intermedia,L12,Hospital 20 de Noviembre,-99.1708844627683,19.3720133769518
STC1219,STC Metro,Intermedia,L12,Insurgentes Sur,-99.1782501292525,19.3735534702271
STC1220,STC Metro,Terminal / Transbordo,L12,Mixcoac,-99.1867305010938,19.3756988234363
STCLA01,STC Metro,Terminal / Transbordo,LA,Pantitlán,-99.0719229371573,19.4152975245419
STCLA02,STC Metro,Intermedia,LA,Agrícola Oriental,-99.0695664643094,19.4046188959314
STCLA03,STC Metro,Intermedia,LA,Canal de San Juan,-99.0594228006603,19.3987629311997
STCLA04,STC Metro,Intermedia,LA,Tepalcates,-99.0463293973572,19.3912764949601
STCLA05,STC Metro,Intermedia,LA,Guelatao,-99.0356596006999,19.3851538874636
STCLA06,STC Metro,Intermedia,LA,Peñón Viejo,-99.0170548364123,19.373305051789
STCLA07,STC Metro,Intermedia,LA,Acatitla,-99.0056727168596,19.3647173903962
STCLA08,STC Metro,Intermedia,LA,Santa Marta,-98.9951783232363,19.3603050473717
STCLB01,STC Metro,Terminal,LB,Buenavista,-99.1523513774263,19.4461859033596
STCLB02,STC Metro,Transbordo,LB,Guerrero,-99.1461387273867,19.4451448325434
STCLB03,STC Metro,Transbordo,LB,Garibaldi/Lagunilla,-99.1378656648572,19.443889632102
STCLB04,STC Metro,Intermedia,LB,Lagunilla,-99.1302304292358,19.4432200418277
STCLB05,STC Metro,Intermedia,LB,Tepito,-99.1240674402985,19.4427893912954
STCLB06,STC Metro,Transbordo,LB,Morelos,-99.1195687670245,19.4391666272813
STCLB07,STC Metro,Transbordo,LB,San Lázaro,-99.1129609726677,19.4323709345865
STCLB08,STC Metro,Intermedia,LB,Ricardo Flores Magón,-99.1037087411755,19.4365653733733
STCLB09,STC Metro,Intermedia,LB,Romero Rubio,-99.094201674731,19.4408353541655
STCLB10,STC Metro,Transbordo,LB,Oceanía,-99.0872173256579,19.4456948269585
STCLB11,STC Metro,Intermedia,LB,Deportivo Oceanía,-99.0793342306704,19.4510110972597
STCLB12,STC Metro,Intermedia,LB,Bosque de Aragón,-99.0692886960206,19.4580947729639
STCLB13,STC Metro,Intermedia,LB,Villa de Aragón,-99.0613819668696,19.4616707919448
