anio,mes,dia,semana_anio,semana_mes,dia_semana
2022,5,4,18,2,Miércoles
2022,5,5,18,2,Jueves
2022,5,6,18,2,Viernes
2022,5,7,18,2,Sábado
2022,5,8,18,2,Domingo
2022,5,9,19,3,Lunes
2022,5,10,19,3,Martes
2022,5,11,19,3,Miércoles
2022,5,12,19,3,Jueves
2022,5,13,19,3,Viernes
2022,5,14,19,3,Sábado
2022,5,15,19,3,Domingo
2022,5,16,20,4,Lunes
2022,5,17,20,4,Martes
2022,5,18,20,4,Miércoles
2022,5,19,20,4,Jueves
2022,5,20,20,4,Viernes
2022,5,21,20,4,Sábado
2022,5,22,20,4,Domingo
2022,5,23,21,5,Lunes
2022,5,24,21,5,Martes
2022,5,25,21,5,Miércoles
2022,5,26,21,5,Jueves
2022,5,27,21,5,Viernes
2022,5,28,21,5,Sábado
2022,5,29,21,5,Domingo
2022,5,30,22,6,Lunes
2022,5,31,22,6,Martes
2022,6,1,22,1,Miércoles
2022,6,2,22,1,Jueves
2022,6,3,22,1,Viernes
2022,6,4,22,1,Sábado
2022,6,5,22,1,Domingo
2022,6,6,23,2,Lunes
2022,6,7,23,2,Martes
2022,6,8,23,2,Miércoles
2022,6,9,23,2,Jueves
2022,6,10,23,2,Viernes
2022,6,11,23,2,Sábado
2022,6,12,23,2,Domingo
2022,6,13,24,3,Lunes
2022,6,14,24,3,Martes
2022,6,15,24,3,Miércoles
2022,6,16,24,3,Jueves
2022,6,17,24,3,Viernes
2022,6,18,24,3,Sábado
2022,6,19,24,3,Domingo
2022,6,20,25,4,Lunes
2022,6,21,25,4,Martes
2022,6,22,25,4,Miércoles
2022,6,23,25,4,Jueves
2022,6,24,25,4,Viernes
2022,6,25,25,4,Sábado
2022,6,26,25,4,Domingo
2022,6,27,26,5,Lunes
2022,6,28,26,5,Martes
2022,6,29,26,5,Miércoles
2022,6,30,26,5,Jueves
2022,7,1,26,1,Viernes
2022,7,2,26,1,Sábado
2022,7,3,26,1,Domingo
2022,7,4,27,2,Lunes
2022,7,5,27,2,Martes
2022,7,6,27,2,Miércoles
2022,7,7,27,2,Jueves
2022,7,8,27,2,Viernes
2022,7,9,27,2,Sábado
2022,7,10,27,2,Domingo
2022,7,11,28,3,Lunes
2022,7,12,28,3,Martes
2022,7,13,28,3,Miércoles
2022,7,14,28,3,Jueves
2022,7,15,28,3,Viernes
2022,7,16,28,3,Sábado
2022,7,17,28,3,Domingo
2022,7,18,29,4,Lunes
2022,7,19,29,4,Martes
2022,7,20,29,4,Miércoles
2022,7,21,29,4,Jueves
2022,7,22,29,4,Viernes
2022,7,23,29,4,Sábado
2022,7,24,29,4,Domingo
2022,7,25,30,5,Lunes
2022,7,26,30,5,Martes
2022,7,27,30,5,Miércoles
2022,7,28,30,5,Jueves
2022,7,29,30,5,Viernes
2022,7,30,30,5,Sábado
2022,7,31,30,5,Domingo
2022,8,1,31,1,Lunes
2022,8,2,31,1,Martes
2022,8,3,31,1,Miércoles
2022,8,4,31,1,Jueves
2022,8,5,31,1,Viernes
2022,8,6,31,1,Sábado
2022,8,7,31,1,Domingo
2022,8,8,32,2,Lunes
2022,8,9,32,2,Martes
2022,8,10,32,2,Miércoles
2022,8,11,32,2,Jueves
2022,8,12,32,2,Viernes
2022,8,13,32,2,Sábado
2022,8,14,32,2,Domingo
2022,8,15,33,3,Lunes
2022,8,16,33,3,Martes
2022,8,17,33,3,Miércoles
2022,8,18,33,3,Jueves
2022,8,19,33,3,Viernes
2022,8,20,33,3,Sábado
2022,8,21,33,3,Domingo
2022,8,22,34,4,Lunes
2022,8,23,34,4,Martes
2022,8,24,34,4,Miércoles
2022,8,25,34,4,Jueves
2022,8,26,34,4,Viernes
2022,8,27,34,4,Sábado
2022,8,28,34,4,Domingo
2022,8,29,35,5,Lunes
2022,8,30,35,5,Martes
2022,8,31,35,5,Miércoles
2022,9,1,35,1,Jueves
2022,9,2,35,1,Viernes
2022,9,3,35,1,Sábado
2022,9,4,35,1,Domingo
2022,9,5,36,2,Lunes
2022,9,6,36,2,Martes
2022,9,7,36,2,Miércoles
2022,9,8,36,2,Jueves
2022,9,9,36,2,Viernes
2022,9,10,36,2,Sábado
2022,9,11,36,2,Domingo
2022,9,12,37,3,Lunes
2022,9,13,37,3,Martes
2022,9,14,37,3,Miércoles
2022,9,15,37,3,Jueves
2022,9,16,37,3,Viernes
2022,9,17,37,3,Sábado
2022,9,18,37,3,Domingo
2022,9,19,38,4,Lunes
2022,9,20,38,4,Martes
2022,9,21,38,4,Miércoles
2022,9,22,38,4,Jueves
2022,9,23,38,4,Viernes
2022,9,24,38,4,Sábado
2022,9,25,38,4,Domingo
2022,9,26,39,5,Lunes
2022,9,27,39,5,Martes
2022,9,28,39,5,Miércoles
2022,9,29,39,5,Jueves
2022,9,30,39,5,Viernes
2022,10,1,39,1,Sábado
2022,10,2,39,1,Domingo
2022,10,3,40,2,Lunes
2022,10,4,40,2,Martes
2022,10,5,40,2,Miércoles
2022,10,6,40,2,Jueves
2022,10,7,40,2,Viernes
2022,10,8,40,2,Sábado
2022,10,9,40,2,Domingo
2022,10,10,41,3,Lunes
2022,10,11,41,3,Martes
2022,10,12,41,3,Miércoles
2022,10,13,41,3,Jueves
2022,10,14,41,3,Viernes
2022,10,15,41,3,Sábado
2022,10,16,41,3,Domingo
2022,10,17,42,4,Lunes
2022,10,18,42,4,Martes
2022,10,19,42,4,Miércoles
2022,10,20,42,4,Jueves
2022,10,21,42,4,Viernes
2022,10,22,42,4,Sábado
2022,10,23,42,4,Domingo
2022,10,24,43,5,Lunes
2022,10,25,43,5,Martes
2022,10,26,43,5,Miércoles
2022,10,27,43,5,Jueves
2022,10,28,43,5,Viernes
2022,10,29,43,5,Sábado
2022,10,30,43,5,Domingo
2022,10,31,44,6,Lunes
2022,11,1,44,1,Martes
2022,11,2,44,1,Miércoles
2022,11,3,44,1,Jueves
2022,11,4,44,1,Viernes
2022,11,5,44,1,Sábado
2022,11,6,44,1,Domingo
2022,11,7,45,2,Lunes
2022,11,8,45,2,Martes
2022,11,9,45,2,Miércoles
2022,11,10,45,2,Jueves
2022,11,11,45,2,Viernes
2022,11,12,45,2,Sábado
2022,11,13,45,2,Domingo
2022,11,14,46,3,Lunes
2022,11,15,46,3,Martes
2022,11,16,46,3,Miércoles
2022,11,17,46,3,Jueves
2022,11,18,46,3,Viernes
2022,11,19,46,3,Sábado
2022,11,20,46,3,Domingo
2022,11,21,47,4,Lunes
2022,11,22,47,4,Martes
2022,11,23,47,4,Miércoles
2022,11,24,47,4,Jueves
2022,11,25,47,4,Viernes
2022,11,26,47,4,Sábado
2022,11,27,47,4,Domingo
2022,11,28,48,5,Lunes
2022,11,29,48,5,Martes
2022,11,30,48,5,Miércoles
2022,12,1,48,1,Jueves
2022,12,2,48,1,Viernes
2022,12,3,48,1,Sábado
2022,12,4,48,1,Domingo
2022,12,5,49,2,Lunes
2022,12,6,49,2,Martes
2022,12,7,49,2,Miércoles
2022,12,8,49,2,Jueves
2022,12,9,49,2,Viernes
2022,12,10,49,2,Sábado
2022,12,11,49,2,Domingo
2022,12,12,50,3,Lunes
2022,12,13,50,3,Martes
2022,12,14,50,3,Miércoles
2022,12,15,50,3,Jueves
2022,12,16,50,3,Viernes
2022,12,17,50,3,Sábado
2022,12,18,50,3,Domingo
2022,12,19,51,4,Lunes
2022,12,20,51,4,Martes
2022,12,21,51,4,Miércoles
2022,12,22,51,4,Jueves
2022,12,23,51,4,Viernes
2022,12,24,51,4,Sábado
2022,12,25,51,4,Domingo
2022,12,26,52,5,Lunes
2022,12,27,52,5,Martes
2022,12,28,52,5,Miércoles
2022,12,29,52,5,Jueves
2022,12,30,52,5,Viernes
2022,12,31,52,5,Sábado
2023,1,1,52,1,Domingo
2023,1,2,1,2,Lunes
2023,1,3,1,2,Martes
2023,1,4,1,2,Miércoles
2023,1,5,1,2,Jueves
2023,1,6,1,2,Viernes
2023,1,7,1,2,Sábado
2023,1,8,1,2,Domingo
2023,1,9,2,3,Lunes
2023,1,10,2,3,Martes
2023,1,11,2,3,Miércoles
2023,1,12,2,3,Jueves
2023,1,13,2,3,Viernes
2023,1,14,2,3,Sábado
2023,1,15,2,3,Domingo
2023,1,16,3,4,Lunes
2023,1,17,3,4,Martes
2023,1,18,3,4,Miércoles
2023,1,19,3,4,Jueves
2023,1,20,3,4,Viernes
2023,1,21,3,4,Sábado
2023,1,22,3,4,Domingo
2023,1,23,4,5,Lunes
2023,1,24,4,5,Martes
2023,1,25,4,5,Miércoles
2023,1,26,4,5,Jueves
2023,1,27,4,5,Viernes
2023,1,28,4,5,Sábado
2023,1,29,4,5,Domingo
2023,1,30,5,6,Lunes
2023,1,31,5,6,Martes
2023,2,1,5,1,Miércoles
2023,2,2,5,1,Jueves
2023,2,3,5,1,Viernes
2023,2,4,5,1,Sábado
2023,2,5,5,1,Domingo
2023,2,6,6,2,Lunes
2023,2,7,6,2,Martes
2023,2,8,6,2,Miércoles
2023,2,9,6,2,Jueves
2023,2,10,6,2,Viernes
2023,2,11,6,2,Sábado
2023,2,12,6,2,Domingo
2023,2,13,7,3,Lunes
2023,2,14,7,3,Martes
2023,2,15,7,3,Miércoles
2023,2,16,7,3,Jueves
2023,2,17,7,3,Viernes
2023,2,18,7,3,Sábado
2023,2,19,7,3,Domingo
2023,2,20,8,4,Lunes
2023,2,21,8,4,Martes
2023,2,22,8,4,Miércoles
2023,2,23,8,4,Jueves
2023,2,24,8,4,Viernes
2023,2,25,8,4,Sábado
2023,2,26,8,4,Domingo
2023,2,27,9,5,Lunes
2023,2,28,9,5,Martes
2023,3,1,9,1,Miércoles
2023,3,2,9,1,Jueves
2023,3,3,9,1,Viernes
2023,3,4,9,1,Sábado
2023,3,5,9,1,Domingo
2023,3,6,10,2,Lunes
2023,3,7,10,2,Martes
2023,3,8,10,2,Miércoles
2023,3,9,10,2,Jueves
2023,3,10,10,2,Viernes
2023,3,11,10,2,Sábado
2023,3,12,10,2,Domingo
2023,3,13,11,3,Lunes
2023,3,14,11,3,Martes
2023,3,15,11,3,Miércoles
2023,3,16,11,3,Jueves
2023,3,17,11,3,Viernes
2023,3,18,11,3,Sábado
2023,3,19,11,3,Domingo
2023,3,20,12,4,Lunes
2023,3,21,12,4,Martes
2023,3,22,12,4,Miércoles
2023,3,23,12,4,Jueves
2023,3,24,12,4,Viernes
2023,3,25,12,4,Sábado
2023,3,26,12,4,Domingo
2023,3,27,13,5,Lunes
2023,3,28,13,5,Martes
2023,3,29,13,5,Miércoles
2023,3,30,13,5,Jueves
2023,3,31,13,5,Viernes
2023,4,1,13,1,Sábado
2023,4,2,13,1,Domingo
2023,4,3,14,2,Lunes
2023,4,4,14,2,Martes
2023,4,5,14,2,Miércoles
2023,4,6,14,2,Jueves
2023,4,7,14,2,Viernes
2023,4,8,14,2,Sábado
2023,4,9,14,2,Domingo
2023,4,10,15,3,Lunes
2023,4,11,15,3,Martes
2023,4,12,15,3,Miércoles
2023,4,13,15,3,Jueves
2023,4,14,15,3,Viernes
2023,4,15,15,3,Sábado
2023,4,16,15,3,Domingo
2023,4,17,16,4,Lunes
2023,4,18,16,4,Martes
2023,4,19,16,4,Miércoles
2023,4,20,16,4,Jueves
2023,4,21,16,4,Viernes
2023,4,22,16,4,Sábado
2023,4,23,16,4,Domingo
2023,4,24,17,5,Lunes
2023,4,25,17,5,Martes
2023,4,26,17,5,Miércoles
2023,4,27,17,5,Jueves
2023,4,28,17,5,Viernes
2023,4,29,17,5,Sábado
2023,4,30,17,5,Domingo
2023,5,1,18,1,Lunes
2023,5,2,18,1,Martes
2023,5,3,18,1,Miércoles
2023,5,4,18,1,Jueves
2023,5,5,18,1,Viernes
2023,5,6,18,1,Sábado
2023,5,7,18,1,Domingo
2023,5,8,19,2,Lunes
2023,5,9,19,2,Martes
2023,5,10,19,2,Miércoles
2023,5,11,19,2,Jueves
2023,5,12,19,2,Viernes
2023,5,13,19,2,Sábado
2023,5,14,19,2,Domingo
2023,5,15,20,3,Lunes
2023,5,16,20,3,Martes
2023,5,17,20,3,Miércoles
2023,5,18,20,3,Jueves
2023,5,19,20,3,Viernes
2023,5,20,20,3,Sábado
2023,5,21,20,3,Domingo
2023,5,22,21,4,Lunes
2023,5,23,21,4,Martes
2023,5,24,21,4,Miércoles
2023,5,25,21,4,Jueves
2023,5,26,21,4,Viernes
2023,5,27,21,4,Sábado
2023,5,28,21,4,Domingo
2023,5,29,22,5,Lunes
2023,5,30,22,5,Martes
2023,5,31,22,5,Miércoles
2023,6,1,22,1,Jueves
2023,6,2,22,1,Viernes
2023,6,3,22,1,Sábado
2023,6,4,22,1,Domingo
2023,6,5,23,2,Lunes
2023,6,6,23,2,Martes
2023,6,7,23,2,Miércoles
2023,6,8,23,2,Jueves
2023,6,9,23,2,Viernes
2023,6,10,23,2,Sábado
2023,6,11,23,2,Domingo
2023,6,12,24,3,Lunes
2023,6,13,24,3,Martes
2023,6,14,24,3,Miércoles
2023,6,15,24,3,Jueves
2023,6,16,24,3,Viernes
2023,6,17,24,3,Sábado
2023,6,18,24,3,Domingo
2023,6,19,25,4,Lunes
2023,6,20,25,4,Martes
2023,6,21,25,4,Miércoles
2023,6,22,25,4,Jueves
2023,6,23,25,4,Viernes
2023,6,24,25,4,Sábado
2023,6,25,25,4,Domingo
2023,6,26,26,5,Lunes
2023,6,27,26,5,Martes
2023,6,28,26,5,Miércoles
2023,6,29,26,5,Jueves
2023,6,30,26,5,Viernes
2023,7,1,26,1,Sábado
2023,7,2,26,1,Domingo
2023,7,3,27,2,Lunes
2023,7,4,27,2,Martes
2023,7,5,27,2,Miércoles
2023,7,6,27,2,Jueves
2023,7,7,27,2,Viernes
2023,7,8,27,2,Sábado
2023,7,9,27,2,Domingo
2023,7,10,28,3,Lunes
2023,7,11,28,3,Martes
2023,7,12,28,3,Miércoles
2023,7,13,28,3,Jueves
2023,7,14,28,3,Viernes
2023,7,15,28,3,Sábado
2023,7,16,28,3,Domingo
2023,7,17,29,4,Lunes
2023,7,18,29,4,Martes
2023,7,19,29,4,Miércoles
2023,7,20,29,4,Jueves
2023,7,21,29,4,Viernes
2023,7,22,29,4,Sábado
2023,7,23,29,4,Domingo
2023,7,24,30,5,Lunes
2023,7,25,30,5,Martes
2023,7,26,30,5,Miércoles
2023,7,27,30,5,Jueves
2023,7,28,30,5,Viernes
2023,7,29,30,5,Sábado
2023,7,30,30,5,Domingo
2023,7,31,31,6,Lunes
2023,8,1,31,1,Martes
2023,8,2,31,1,Miércoles
2023,8,3,31,1,Jueves
2023,8,4,31,1,Viernes
2023,8,5,31,1,Sábado
2023,8,6,31,1,Domingo
2023,8,7,32,2,Lunes
2023,8,8,32,2,Martes
2023,8,9,32,2,Miércoles
2023,8,10,32,2,Jueves
2023,8,11,32,2,Viernes
2023,8,12,32,2,Sábado
2023,8,13,32,2,Domingo
2023,8,14,33,3,Lunes
2023,8,15,33,3,Martes
2023,8,16,33,3,Miércoles
2023,8,17,33,3,Jueves
2023,8,18,33,3,Viernes
2023,8,19,33,3,Sábado
2023,8,20,33,3,Domingo
2023,8,21,34,4,Lunes
2023,8,22,34,4,Martes
2023,8,23,34,4,Miércoles
2023,8,24,34,4,Jueves
2023,8,25,34,4,Viernes
2023,8,26,34,4,Sábado
2023,8,27,34,4,Domingo
2023,8,28,35,5,Lunes
2023,8,29,35,5,Martes
2023,8,30,35,5,Miércoles
2023,8,31,35,5,Jueves
2023,9,1,35,1,Viernes
2023,9,2,35,1,Sábado
2023,9,3,35,1,Domingo
2023,9,4,36,2,Lunes
2023,9,5,36,2,Martes
2023,9,6,36,2,Miércoles
2023,9,7,36,2,Jueves
2023,9,8,36,2,Viernes
2023,9,9,36,2,Sábado
2023,9,10,36,2,Domingo
2023,9,11,37,3,Lunes
2023,9,12,37,3,Martes
2023,9,13,37,3,Miércoles
2023,9,14,37,3,Jueves
2023,9,15,37,3,Viernes
2023,9,16,37,3,Sábado
2023,9,17,37,3,Domingo
2023,9,18,38,4,Lunes
2023,9,19,38,4,Martes
2023,9,20,38,4,Miércoles
2023,9,21,38,4,Jueves
2023,9,22,38,4,Viernes
2023,9,23,38,4,Sábado
2023,9,24,38,4,Domingo
2023,9,25,39,5,Lunes
2023,9,26,39,5,Martes
2023,9,27,39,5,Miércoles
2023,9,28,39,5,Jueves
2023,9,29,39,5,Viernes
2023,9,30,39,5,Sábado
2023,10,1,39,1,Domingo
2023,10,2,40,2,Lunes
2023,10,3,40,2,Martes
2023,10,4,40,2,Miércoles
2023,10,5,40,2,Jueves
2023,10,6,40,2,Viernes
2023,10,7,40,2,Sábado
2023,10,8,40,2,Domingo
2023,10,9,41,3,Lunes
2023,10,10,41,3,Martes
2023,10,11,41,3,Miércoles
2023,10,12,41,3,Jueves
2023,10,13,41,3,Viernes
2023,10,14,41,3,Sábado
2023,10,15,41,3,Domingo
2023,10,16,42,4,Lunes
2023,10,17,42,4,Martes
2023,10,18,42,4,Miércoles
2023,10,19,42,4,Jueves
2023,10,20,42,4,Viernes
2023,10,21,42,4,Sábado
2023,10,22,42,4,Domingo
2023,10,23,43,5,Lunes
2023,10,24,43,5,Martes
2023,10,25,43,5,Miércoles
2023,10,26,43,5,Jueves
2023,10,27,43,5,Viernes
2023,10,28,43,5,Sábado
2023,10,29,43,5,Domingo
2023,10,30,44,6,Lunes
2023,10,31,44,6,Martes
2023,11,1,44,1,Miércoles
2023,11,2,44,1,Jueves
2023,11,3,44,1,Viernes
2023,11,4,44,1,Sábado
2023,11,5,44,1,Domingo
2023,11,6,45,2,Lunes
2023,11,7,45,2,Martes
2023,11,8,45,2,Miércoles
2023,11,9,45,2,Jueves
2023,11,10,45,2,Viernes
2023,11,11,45,2,Sábado
2023,11,12,45,2,Domingo
2023,11,13,46,3,Lunes
2023,11,14,46,3,Martes
2023,11,15,46,3,Miércoles
2023,11,16,46,3,Jueves
2023,11,17,46,3,Viernes
2023,11,18,46,3,Sábado
2023,11,19,46,3,Domingo
2023,11,20,47,4,Lunes
2023,11,21,47,4,Martes
2023,11,22,47,4,Miércoles
2023,11,23,47,4,Jueves
2023,11,24,47,4,Viernes
2023,11,25,47,4,Sábado
2023,11,26,47,4,Domingo
2023,11,27,48,5,Lunes
2023,11,28,48,5,Martes
2023,11,29,48,5,Miércoles
2023,11,30,48,5,Jueves
2023,12,1,48,1,Viernes
2023,12,2,48,1,Sábado
2023,12,3,48,1,Domingo
2023,12,4,49,2,Lunes
2023,12,5,49,2,Martes
2023,12,6,49,2,Miércoles
2023,12,7,49,2,Jueves
2023,12,8,49,2,Viernes
2023,12,9,49,2,Sábado
2023,12,10,49,2,Domingo
2023,12,11,50,3,Lunes
2023,12,12,50,3,Martes
2023,12,13,50,3,Miércoles
2023,12,14,50,3,Jueves
2023,12,15,50,3,Viernes
2023,12,16,50,3,Sábado
2023,12,17,50,3,Domingo
2023,12,18,51,4,Lunes
2023,12,19,51,4,Martes
2023,12,20,51,4,Miércoles
2023,12,21,51,4,Jueves
2023,12,22,51,4,Viernes
2023,12,23,51,4,Sábado
2023,12,24,51,4,Domingo
2023,12,25,52,5,Lunes
2023,12,26,52,5,Martes
2023,12,27,52,5,Miércoles
2023,12,28,52,5,Jueves
2023,12,29,52,5,Viernes
2023,12,30,52,5,Sábado
2023,12,31,52,5,Domingo
